empleado_identificacion,valor_analogico,voltaje,alcohol_ppm,fecha
EMP052,113,0.55,8.45,2025-11-14 21:07:57
EMP069,116,0.57,10.4,2025-11-14 21:08:52
EMP007,139,0.68,25.35,2025-11-14 21:08:53
EMP053,106,0.52,3.9,2025-11-14 21:08:55
EMP077,145,0.71,29.25,2025-11-14 21:08:56
EMP003,147,0.72,30.55,2025-11-14 21:09:19
EMP086,136,0.66,23.4,2025-11-14 21:10:10
EMP063,119,0.58,12.35,2025-11-14 21:10:17
EMP089,131,0.64,20.15,2025-11-14 21:10:32
EMP060,124,0.61,15.6,2025-11-14 21:10:50
EMP039,136,0.66,23.4,2025-11-14 21:11:02
EMP077,122,0.6,14.3,2025-11-14 21:11:12
EMP098,125,0.61,16.25,2025-11-14 21:11:25
EMP082,135,0.66,22.75,2025-11-14 21:11:29
EMP020,125,0.61,16.25,2025-11-14 21:12:00
EMP047,148,0.72,31.2,2025-11-14 21:12:17
EMP021,205,1.0,68.26,2025-11-14 21:12:24
EMP081,131,0.64,20.15,2025-11-14 21:12:56
EMP020,121,0.59,13.65,2025-11-14 21:12:59
EMP013,122,0.6,14.3,2025-11-14 21:13:39
EMP004,209,1.02,70.86,2025-11-14 21:16:42
EMP087,124,0.61,15.6,2025-11-14 21:16:50
EMP081,148,0.72,31.2,2025-11-14 21:18:05
EMP082,124,0.61,15.6,2025-11-14 21:20:13
EMP003,125,0.61,16.25,2025-11-14 21:20:57
EMP029,212,1.04,72.81,2025-11-14 21:20:59
EMP054,129,0.63,18.85,2025-11-14 21:21:22
EMP053,126,0.62,16.9,2025-11-14 21:21:27
EMP096,200,0.98,65.01,2025-11-14 21:21:32
EMP019,110,0.54,6.5,2025-11-14 21:22:12
EMP036,140,0.68,26.0,2025-11-14 21:23:06
EMP086,148,0.72,31.2,2025-11-14 21:23:49
EMP059,133,0.65,21.45,2025-11-14 21:24:06
EMP035,125,0.61,16.25,2025-11-14 21:24:16
EMP001,238,1.16,89.71,2025-11-14 21:24:16
EMP036,100,0.49,0.0,2025-11-14 21:24:38
EMP100,115,0.56,9.75,2025-11-14 21:24:39
EMP073,118,0.58,11.7,2025-11-14 21:25:07
EMP086,140,0.68,26.0,2025-11-14 21:25:12
EMP091,102,0.5,1.3,2025-11-14 21:25:16
EMP049,135,0.66,22.75,2025-11-14 21:25:25
EMP088,110,0.54,6.5,2025-11-14 21:25:30
EMP078,116,0.57,10.4,2025-11-14 21:26:01
EMP050,123,0.6,14.95,2025-11-14 21:26:17
EMP005,449,2.19,226.87,2025-11-14 21:26:22
EMP013,128,0.63,18.2,2025-11-14 21:26:25
EMP088,114,0.56,9.1,2025-11-14 21:26:47
EMP098,130,0.64,19.5,2025-11-14 21:28:01
EMP027,104,0.51,2.6,2025-11-14 21:28:36
EMP081,147,0.72,30.55,2025-11-14 21:29:15
EMP042,128,0.63,18.2,2025-11-14 21:29:43
EMP091,103,0.5,1.95,2025-11-14 21:29:53
EMP074,135,0.66,22.75,2025-11-14 21:30:04
EMP012,134,0.65,22.1,2025-11-14 21:30:07
EMP001,105,0.51,3.25,2025-11-14 21:30:16
EMP078,207,1.01,69.56,2025-11-14 21:31:06
EMP096,129,0.63,18.85,2025-11-14 21:31:49
EMP039,788,3.85,447.24,2025-11-14 21:32:00
EMP082,131,0.64,20.15,2025-11-14 21:33:41
EMP032,141,0.69,26.65,2025-11-14 21:33:58
EMP064,134,0.65,22.1,2025-11-14 21:34:41
EMP003,100,0.49,0.0,2025-11-14 21:35:14
EMP040,145,0.71,29.25,2025-11-14 21:35:35
EMP060,130,0.64,19.5,2025-11-14 21:36:21
EMP076,133,0.65,21.45,2025-11-14 21:36:52
EMP086,139,0.68,25.35,2025-11-14 21:37:05
EMP087,119,0.58,12.35,2025-11-14 21:38:22
EMP061,115,0.56,9.75,2025-11-14 21:39:15
EMP024,141,0.69,26.65,2025-11-14 21:39:28
EMP082,139,0.68,25.35,2025-11-14 21:40:05
EMP011,147,0.72,30.55,2025-11-14 21:40:08
EMP033,107,0.52,4.55,2025-11-14 21:40:27
EMP075,150,0.73,32.5,2025-11-14 21:40:53
EMP003,125,0.61,16.25,2025-11-14 21:41:16
EMP061,127,0.62,17.55,2025-11-14 21:41:43
EMP047,124,0.61,15.6,2025-11-14 21:41:43
EMP011,100,0.49,0.0,2025-11-14 21:41:59
EMP002,118,0.58,11.7,2025-11-14 21:42:02
EMP028,240,1.17,91.01,2025-11-14 21:42:23
EMP083,114,0.56,9.1,2025-11-14 21:43:09
EMP028,142,0.69,27.3,2025-11-14 21:43:22
EMP034,146,0.71,29.9,2025-11-14 21:44:32
EMP082,734,3.59,412.13,2025-11-14 21:44:48
EMP041,108,0.53,5.2,2025-11-14 21:46:19
EMP044,120,0.59,13.0,2025-11-14 21:46:32
EMP068,129,0.63,18.85,2025-11-14 21:47:29
EMP081,150,0.73,32.5,2025-11-14 21:47:41
EMP018,142,0.69,27.3,2025-11-14 21:47:58
EMP087,135,0.66,22.75,2025-11-14 21:48:25
EMP062,119,0.58,12.35,2025-11-14 21:48:41
EMP079,105,0.51,3.25,2025-11-14 21:48:51
EMP032,103,0.5,1.95,2025-11-14 21:49:14
EMP099,126,0.62,16.9,2025-11-14 21:49:30
EMP095,114,0.56,9.1,2025-11-14 21:49:31
EMP022,148,0.72,31.2,2025-11-14 21:50:12
EMP084,104,0.51,2.6,2025-11-14 21:50:50
EMP012,117,0.57,11.05,2025-11-14 21:51:12
EMP007,135,0.66,22.75,2025-11-14 21:51:22
EMP073,138,0.67,24.7,2025-11-14 21:51:41
EMP003,131,0.64,20.15,2025-11-14 21:51:46
EMP035,137,0.67,24.05,2025-11-14 21:51:58
EMP010,112,0.55,7.8,2025-11-14 21:52:07
EMP062,146,0.71,29.9,2025-11-14 21:52:55
EMP093,143,0.7,27.95,2025-11-14 21:53:33
EMP071,117,0.57,11.05,2025-11-14 21:55:11
EMP086,113,0.55,8.45,2025-11-14 21:55:27
EMP015,137,0.67,24.05,2025-11-14 21:56:06
EMP079,104,0.51,2.6,2025-11-14 21:56:19
EMP067,101,0.49,0.65,2025-11-14 21:56:22
EMP038,126,0.62,16.9,2025-11-14 21:56:40
EMP045,131,0.64,20.15,2025-11-14 21:57:35
EMP057,123,0.6,14.95,2025-11-14 21:58:41
EMP003,107,0.52,4.55,2025-11-14 21:58:45
EMP080,119,0.58,12.35,2025-11-14 21:59:54
EMP053,146,0.71,29.9,2025-11-14 22:00:05
EMP027,128,0.63,18.2,2025-11-14 22:00:27
EMP038,140,0.68,26.0,2025-11-14 22:00:29
EMP097,146,0.71,29.9,2025-11-14 22:00:43
EMP044,124,0.61,15.6,2025-11-14 22:01:03
EMP098,150,0.73,32.5,2025-11-14 22:01:10
EMP040,101,0.49,0.65,2025-11-14 22:01:15
EMP058,209,1.02,70.86,2025-11-14 22:01:48
EMP051,106,0.52,3.9,2025-11-14 22:02:49
EMP052,122,0.6,14.3,2025-11-14 22:03:11
EMP059,118,0.58,11.7,2025-11-14 22:04:23
EMP084,109,0.53,5.85,2025-11-14 22:04:23
EMP006,214,1.05,74.11,2025-11-14 22:04:30
EMP042,121,0.59,13.65,2025-11-14 22:04:40
EMP027,130,0.64,19.5,2025-11-14 22:04:53
EMP083,146,0.71,29.9,2025-11-14 22:05:13
EMP083,198,0.97,63.71,2025-11-14 22:05:38
EMP096,110,0.54,6.5,2025-11-14 22:05:41
EMP006,141,0.69,26.65,2025-11-14 22:05:43
EMP017,137,0.67,24.05,2025-11-14 22:06:14
EMP061,197,0.96,63.06,2025-11-14 22:06:37
EMP013,138,0.67,24.7,2025-11-14 22:06:40
EMP066,113,0.55,8.45,2025-11-14 22:07:37
EMP051,146,0.71,29.9,2025-11-14 22:09:01
EMP022,160,0.78,39.0,2025-11-14 22:09:55
EMP046,133,0.65,21.45,2025-11-14 22:10:40
EMP007,141,0.69,26.65,2025-11-14 22:10:41
EMP090,142,0.69,27.3,2025-11-14 22:11:04
EMP024,120,0.59,13.0,2025-11-14 22:11:06
EMP048,109,0.53,5.85,2025-11-14 22:11:51
EMP084,103,0.5,1.95,2025-11-14 22:12:34
EMP021,145,0.71,29.25,2025-11-14 22:12:43
EMP058,131,0.64,20.15,2025-11-14 22:12:48
EMP050,195,0.95,61.76,2025-11-14 22:12:49
EMP059,134,0.65,22.1,2025-11-14 22:12:58
EMP069,131,0.64,20.15,2025-11-14 22:12:58
EMP084,129,0.63,18.85,2025-11-14 22:13:21
EMP048,133,0.65,21.45,2025-11-14 22:13:36
EMP036,106,0.52,3.9,2025-11-14 22:13:39
EMP041,128,0.63,18.2,2025-11-14 22:14:16
EMP045,136,0.66,23.4,2025-11-14 22:14:21
EMP023,142,0.69,27.3,2025-11-14 22:14:44
EMP029,123,0.6,14.95,2025-11-14 22:14:45
EMP031,141,0.69,26.65,2025-11-14 22:14:49
EMP060,105,0.51,3.25,2025-11-14 22:14:54
EMP035,141,0.69,26.65,2025-11-14 22:15:04
EMP079,117,0.57,11.05,2025-11-14 22:16:23
EMP058,129,0.63,18.85,2025-11-14 22:16:38
EMP007,129,0.63,18.85,2025-11-14 22:16:46
EMP048,122,0.6,14.3,2025-11-14 22:16:51
EMP054,130,0.64,19.5,2025-11-14 22:17:00
EMP029,120,0.59,13.0,2025-11-14 22:17:17
EMP028,129,0.63,18.85,2025-11-14 22:18:35
EMP079,101,0.49,0.65,2025-11-14 22:20:01
EMP041,146,0.71,29.9,2025-11-14 22:20:01
EMP050,109,0.53,5.85,2025-11-14 22:21:04
EMP056,116,0.57,10.4,2025-11-14 22:21:10
EMP025,114,0.56,9.1,2025-11-14 22:21:13
EMP044,241,1.18,91.66,2025-11-14 22:21:27
EMP100,168,0.82,44.2,2025-11-14 22:21:50
EMP016,129,0.63,18.85,2025-11-14 22:22:09
EMP069,213,1.04,73.46,2025-11-14 22:22:11
EMP060,101,0.49,0.65,2025-11-14 22:22:23
EMP054,144,0.7,28.6,2025-11-14 22:22:37
EMP058,147,0.72,30.55,2025-11-14 22:23:15
EMP010,122,0.6,14.3,2025-11-14 22:23:23
EMP047,140,0.68,26.0,2025-11-14 22:23:36
EMP009,148,0.72,31.2,2025-11-14 22:23:44
EMP025,122,0.6,14.3,2025-11-14 22:24:56
EMP044,137,0.67,24.05,2025-11-14 22:24:59
EMP037,128,0.63,18.2,2025-11-14 22:25:14
EMP051,127,0.62,17.55,2025-11-14 22:25:21
EMP080,135,0.66,22.75,2025-11-14 22:25:39
EMP074,134,0.65,22.1,2025-11-14 22:25:44
EMP082,124,0.61,15.6,2025-11-14 22:25:45
EMP090,106,0.52,3.9,2025-11-14 22:26:41
EMP022,127,0.62,17.55,2025-11-14 22:26:48
EMP074,148,0.72,31.2,2025-11-14 22:27:07
EMP051,101,0.49,0.65,2025-11-14 22:27:41
EMP022,167,0.82,43.55,2025-11-14 22:27:46
EMP094,107,0.52,4.55,2025-11-14 22:27:54
EMP005,191,0.93,59.15,2025-11-14 22:28:18
EMP037,132,0.65,20.8,2025-11-14 22:28:24
EMP039,112,0.55,7.8,2025-11-14 22:29:41
EMP045,221,1.08,78.66,2025-11-14 22:29:48
EMP024,122,0.6,14.3,2025-11-14 22:31:06
EMP059,114,0.56,9.1,2025-11-14 22:31:11
EMP029,104,0.51,2.6,2025-11-14 22:31:32
EMP049,230,1.12,84.51,2025-11-14 22:31:36
EMP044,113,0.55,8.45,2025-11-14 22:32:47
EMP072,130,0.64,19.5,2025-11-14 22:33:02
EMP093,145,0.71,29.25,2025-11-14 22:33:28
EMP043,171,0.84,46.15,2025-11-14 22:33:52
EMP047,147,0.72,30.55,2025-11-14 22:34:02
EMP069,131,0.64,20.15,2025-11-14 22:34:44
EMP019,106,0.52,3.9,2025-11-14 22:35:15
EMP001,144,0.7,28.6,2025-11-14 22:35:59
EMP060,252,1.23,98.81,2025-11-14 22:36:38
EMP093,121,0.59,13.65,2025-11-14 22:37:18
EMP094,144,0.7,28.6,2025-11-14 22:37:23
EMP011,141,0.69,26.65,2025-11-14 22:37:49
EMP032,105,0.51,3.25,2025-11-14 22:38:08
EMP094,109,0.53,5.85,2025-11-14 22:39:15
EMP021,142,0.69,27.3,2025-11-14 22:39:25
EMP015,120,0.59,13.0,2025-11-14 22:39:49
EMP002,100,0.49,0.0,2025-11-14 22:39:51
EMP023,111,0.54,7.15,2025-11-14 22:39:55
EMP057,122,0.6,14.3,2025-11-14 22:40:07
EMP043,135,0.66,22.75,2025-11-14 22:40:22
EMP045,125,0.61,16.25,2025-11-14 22:40:32
EMP054,161,0.79,39.65,2025-11-14 22:41:47
EMP079,144,0.7,28.6,2025-11-14 22:41:59
EMP062,131,0.64,20.15,2025-11-14 22:42:19
EMP086,110,0.54,6.5,2025-11-14 22:42:34
EMP032,127,0.62,17.55,2025-11-14 22:42:39
EMP077,112,0.55,7.8,2025-11-14 22:42:55
EMP041,111,0.54,7.15,2025-11-14 22:43:11
EMP002,146,0.71,29.9,2025-11-14 22:44:09
EMP043,116,0.57,10.4,2025-11-14 22:44:52
EMP036,122,0.6,14.3,2025-11-14 22:45:01
EMP004,129,0.63,18.85,2025-11-14 22:45:15
EMP003,141,0.69,26.65,2025-11-14 22:46:25
EMP013,124,0.61,15.6,2025-11-14 22:46:37
EMP044,248,1.21,96.21,2025-11-14 22:47:20
EMP050,110,0.54,6.5,2025-11-14 22:48:04
EMP083,106,0.52,3.9,2025-11-14 22:48:07
EMP072,119,0.58,12.35,2025-11-14 22:48:12
EMP067,122,0.6,14.3,2025-11-14 22:48:57
EMP079,134,0.65,22.1,2025-11-14 22:49:42
EMP060,128,0.63,18.2,2025-11-14 22:50:57
EMP090,120,0.59,13.0,2025-11-14 22:51:19
EMP009,112,0.55,7.8,2025-11-14 22:51:22
EMP097,106,0.52,3.9,2025-11-14 22:51:37
EMP078,132,0.65,20.8,2025-11-14 22:52:03
EMP054,134,0.65,22.1,2025-11-14 22:52:17
EMP043,127,0.62,17.55,2025-11-14 22:52:22
EMP034,147,0.72,30.55,2025-11-14 22:53:05
EMP071,102,0.5,1.3,2025-11-14 22:53:24
EMP021,138,0.67,24.7,2025-11-14 22:53:51
EMP077,142,0.69,27.3,2025-11-14 22:53:54
EMP093,147,0.72,30.55,2025-11-14 22:54:10
EMP030,133,0.65,21.45,2025-11-14 22:54:38
EMP093,108,0.53,5.2,2025-11-14 22:55:21
EMP013,110,0.54,6.5,2025-11-14 22:55:33
EMP004,136,0.66,23.4,2025-11-14 22:55:55
EMP069,136,0.66,23.4,2025-11-14 22:56:25
EMP042,108,0.53,5.2,2025-11-14 22:56:25
EMP065,108,0.53,5.2,2025-11-14 22:56:42
EMP081,135,0.66,22.75,2025-11-14 22:56:43
EMP093,127,0.62,17.55,2025-11-14 22:56:59
EMP094,115,0.56,9.75,2025-11-14 22:57:06
EMP087,126,0.62,16.9,2025-11-14 22:57:09
EMP066,129,0.63,18.85,2025-11-14 22:57:10
EMP095,118,0.58,11.7,2025-11-14 22:57:18
EMP053,609,2.98,330.88,2025-11-14 22:58:06
EMP003,134,0.65,22.1,2025-11-14 22:58:32
EMP034,138,0.67,24.7,2025-11-14 22:58:46
EMP067,142,0.69,27.3,2025-11-14 22:58:48
EMP064,108,0.53,5.2,2025-11-14 22:59:03
EMP092,101,0.49,0.65,2025-11-14 22:59:04
EMP009,115,0.56,9.75,2025-11-14 23:00:42
EMP084,138,0.67,24.7,2025-11-14 23:01:05
EMP055,105,0.51,3.25,2025-11-14 23:01:19
EMP066,143,0.7,27.95,2025-11-14 23:01:58
EMP029,112,0.55,7.8,2025-11-14 23:02:47
EMP008,128,0.63,18.2,2025-11-14 23:02:52
EMP085,114,0.56,9.1,2025-11-14 23:03:15
EMP028,113,0.55,8.45,2025-11-14 23:03:31
EMP085,113,0.55,8.45,2025-11-14 23:03:50
EMP023,107,0.52,4.55,2025-11-14 23:04:13
EMP084,107,0.52,4.55,2025-11-14 23:04:50
EMP069,125,0.61,16.25,2025-11-14 23:05:04
EMP052,148,0.72,31.2,2025-11-14 23:05:22
EMP074,132,0.65,20.8,2025-11-14 23:05:26
EMP021,260,1.27,104.01,2025-11-14 23:05:27
EMP064,140,0.68,26.0,2025-11-14 23:05:28
EMP016,144,0.7,28.6,2025-11-14 23:05:40
EMP086,147,0.72,30.55,2025-11-14 23:05:45
EMP062,113,0.55,8.45,2025-11-14 23:05:54
EMP052,134,0.65,22.1,2025-11-14 23:06:44
EMP066,103,0.5,1.95,2025-11-14 23:06:59
EMP031,137,0.67,24.05,2025-11-14 23:07:06
EMP070,144,0.7,28.6,2025-11-14 23:07:16
EMP012,137,0.67,24.05,2025-11-14 23:08:03
EMP097,536,2.62,283.42,2025-11-14 23:08:42
EMP089,112,0.55,7.8,2025-11-14 23:08:49
EMP008,113,0.55,8.45,2025-11-14 23:09:11
EMP078,134,0.65,22.1,2025-11-14 23:09:14
EMP010,104,0.51,2.6,2025-11-14 23:09:21
EMP073,150,0.73,32.5,2025-11-14 23:09:34
EMP044,126,0.62,16.9,2025-11-14 23:09:34
EMP023,142,0.69,27.3,2025-11-14 23:09:57
EMP066,142,0.69,27.3,2025-11-14 23:10:02
EMP068,106,0.52,3.9,2025-11-14 23:10:12
EMP035,121,0.59,13.65,2025-11-14 23:10:15
EMP057,136,0.66,23.4,2025-11-14 23:11:10
EMP010,143,0.7,27.95,2025-11-14 23:12:12
EMP065,141,0.69,26.65,2025-11-14 23:12:17
EMP011,138,0.67,24.7,2025-11-14 23:12:35
EMP081,115,0.56,9.75,2025-11-14 23:12:43
EMP047,122,0.6,14.3,2025-11-14 23:13:28
EMP095,134,0.65,22.1,2025-11-14 23:13:47
EMP037,130,0.64,19.5,2025-11-14 23:14:07
EMP004,119,0.58,12.35,2025-11-14 23:14:25
EMP077,138,0.67,24.7,2025-11-14 23:14:28
EMP058,123,0.6,14.95,2025-11-14 23:14:59
EMP005,115,0.56,9.75,2025-11-14 23:15:06
EMP051,134,0.65,22.1,2025-11-14 23:15:06
EMP072,114,0.56,9.1,2025-11-14 23:15:17
EMP040,130,0.64,19.5,2025-11-14 23:16:36
EMP057,102,0.5,1.3,2025-11-14 23:16:42
EMP065,131,0.64,20.15,2025-11-14 23:16:47
EMP052,149,0.73,31.85,2025-11-14 23:17:58
EMP027,182,0.89,53.3,2025-11-14 23:18:20
EMP045,245,1.2,94.26,2025-11-14 23:18:23
EMP097,131,0.64,20.15,2025-11-14 23:18:40
EMP019,135,0.66,22.75,2025-11-14 23:18:50
EMP010,202,0.99,66.31,2025-11-14 23:20:02
EMP048,101,0.49,0.65,2025-11-14 23:20:06
EMP085,126,0.62,16.9,2025-11-14 23:20:12
EMP078,232,1.13,85.81,2025-11-14 23:20:42
EMP070,128,0.63,18.2,2025-11-14 23:20:50
EMP049,117,0.57,11.05,2025-11-14 23:21:35
EMP074,100,0.49,0.0,2025-11-14 23:21:42
EMP034,122,0.6,14.3,2025-11-14 23:22:42
EMP096,102,0.5,1.3,2025-11-14 23:23:50
EMP037,110,0.54,6.5,2025-11-14 23:24:15
EMP058,135,0.66,22.75,2025-11-14 23:24:42
EMP086,102,0.5,1.3,2025-11-14 23:25:04
EMP054,147,0.72,30.55,2025-11-14 23:25:10
EMP012,108,0.53,5.2,2025-11-14 23:25:32
EMP005,147,0.72,30.55,2025-11-14 23:25:51
EMP046,128,0.63,18.2,2025-11-14 23:25:59
EMP056,219,1.07,77.36,2025-11-14 23:25:59
EMP023,143,0.7,27.95,2025-11-14 23:27:46
EMP001,147,0.72,30.55,2025-11-14 23:29:12
EMP020,136,0.66,23.4,2025-11-14 23:30:32
EMP007,147,0.72,30.55,2025-11-14 23:31:04
EMP087,143,0.7,27.95,2025-11-14 23:31:36
EMP084,103,0.5,1.95,2025-11-14 23:31:55
EMP060,132,0.65,20.8,2025-11-14 23:32:41
EMP014,138,0.67,24.7,2025-11-14 23:33:31
EMP091,110,0.54,6.5,2025-11-14 23:34:01
EMP072,121,0.59,13.65,2025-11-14 23:34:04
EMP062,178,0.87,50.7,2025-11-14 23:34:32
EMP011,127,0.62,17.55,2025-11-14 23:35:23
EMP062,109,0.53,5.85,2025-11-14 23:35:35
EMP071,146,0.71,29.9,2025-11-14 23:35:56
EMP072,133,0.65,21.45,2025-11-14 23:36:19
EMP033,111,0.54,7.15,2025-11-14 23:36:19
EMP052,145,0.71,29.25,2025-11-14 23:37:04
EMP032,102,0.5,1.3,2025-11-14 23:37:10
EMP063,134,0.65,22.1,2025-11-14 23:37:21
EMP059,141,0.69,26.65,2025-11-14 23:39:12
EMP004,109,0.53,5.85,2025-11-14 23:39:55
EMP016,206,1.01,68.91,2025-11-14 23:40:24
EMP018,122,0.6,14.3,2025-11-14 23:40:44
EMP084,104,0.51,2.6,2025-11-14 23:41:19
EMP042,248,1.21,96.21,2025-11-14 23:41:36
EMP039,117,0.57,11.05,2025-11-14 23:41:38
EMP058,412,2.01,202.82,2025-11-14 23:41:49
EMP037,143,0.7,27.95,2025-11-14 23:41:52
EMP088,124,0.61,15.6,2025-11-14 23:43:05
EMP088,109,0.53,5.85,2025-11-14 23:43:23
EMP078,104,0.51,2.6,2025-11-14 23:44:39
EMP067,454,2.22,230.12,2025-11-14 23:44:44
EMP075,111,0.54,7.15,2025-11-14 23:44:45
EMP031,127,0.62,17.55,2025-11-14 23:45:22
EMP047,106,0.52,3.9,2025-11-14 23:46:41
EMP091,110,0.54,6.5,2025-11-14 23:47:09
EMP045,128,0.63,18.2,2025-11-14 23:47:23
EMP087,111,0.54,7.15,2025-11-14 23:47:36
EMP009,104,0.51,2.6,2025-11-14 23:47:53
EMP065,135,0.66,22.75,2025-11-14 23:48:05
EMP029,101,0.49,0.65,2025-11-14 23:48:18
EMP001,140,0.68,26.0,2025-11-14 23:48:29
EMP079,100,0.49,0.0,2025-11-14 23:48:58
EMP004,127,0.62,17.55,2025-11-14 23:49:20
EMP084,141,0.69,26.65,2025-11-14 23:49:21
EMP015,138,0.67,24.7,2025-11-14 23:49:25
EMP062,117,0.57,11.05,2025-11-14 23:49:37
EMP004,131,0.64,20.15,2025-11-14 23:49:42
EMP031,130,0.64,19.5,2025-11-14 23:50:12
EMP006,126,0.62,16.9,2025-11-14 23:50:44
EMP075,138,0.67,24.7,2025-11-14 23:51:11
EMP044,116,0.57,10.4,2025-11-14 23:51:28
EMP089,147,0.72,30.55,2025-11-14 23:51:30
EMP064,139,0.68,25.35,2025-11-14 23:51:35
EMP046,147,0.72,30.55,2025-11-14 23:51:57
EMP049,128,0.63,18.2,2025-11-14 23:52:05
EMP100,110,0.54,6.5,2025-11-14 23:52:08
EMP027,114,0.56,9.1,2025-11-14 23:52:14
EMP087,117,0.57,11.05,2025-11-14 23:52:51
EMP059,236,1.15,88.41,2025-11-14 23:53:31
EMP062,243,1.19,92.96,2025-11-14 23:53:50
EMP050,138,0.67,24.7,2025-11-14 23:53:51
EMP038,129,0.63,18.85,2025-11-14 23:54:27
EMP042,121,0.59,13.65,2025-11-14 23:55:15
EMP031,138,0.67,24.7,2025-11-14 23:55:33
EMP020,119,0.58,12.35,2025-11-14 23:55:58
EMP034,141,0.69,26.65,2025-11-14 23:55:59
EMP037,139,0.68,25.35,2025-11-14 23:56:15
EMP009,129,0.63,18.85,2025-11-14 23:56:28
EMP016,117,0.57,11.05,2025-11-14 23:57:25
EMP055,139,0.68,25.35,2025-11-14 23:57:35
EMP048,141,0.69,26.65,2025-11-14 23:58:28
EMP079,123,0.6,14.95,2025-11-14 23:58:29
EMP037,146,0.71,29.9,2025-11-14 23:59:35
EMP042,135,0.66,22.75,2025-11-14 23:59:59
EMP099,140,0.68,26.0,2025-11-15 00:01:12
EMP015,104,0.51,2.6,2025-11-15 00:02:16
EMP090,103,0.5,1.95,2025-11-15 00:03:00
EMP019,142,0.69,27.3,2025-11-15 00:03:14
EMP076,136,0.66,23.4,2025-11-15 00:03:26
EMP017,132,0.65,20.8,2025-11-15 00:04:14
EMP089,144,0.7,28.6,2025-11-15 00:04:24
EMP074,378,1.85,180.72,2025-11-15 00:04:26
EMP037,307,1.5,134.56,2025-11-15 00:04:36
EMP059,436,2.13,218.42,2025-11-15 00:05:56
EMP032,104,0.51,2.6,2025-11-15 00:06:25
EMP040,132,0.65,20.8,2025-11-15 00:07:05
EMP016,221,1.08,78.66,2025-11-15 00:07:10
EMP073,110,0.54,6.5,2025-11-15 00:07:14
EMP073,118,0.58,11.7,2025-11-15 00:07:50
EMP001,144,0.7,28.6,2025-11-15 00:09:11
EMP035,108,0.53,5.2,2025-11-15 00:09:19
EMP087,139,0.68,25.35,2025-11-15 00:09:33
EMP086,137,0.67,24.05,2025-11-15 00:09:39
EMP077,144,0.7,28.6,2025-11-15 00:09:40
EMP055,102,0.5,1.3,2025-11-15 00:10:01
EMP069,127,0.62,17.55,2025-11-15 00:10:15
EMP061,107,0.52,4.55,2025-11-15 00:10:22
EMP009,106,0.52,3.9,2025-11-15 00:11:19
EMP099,131,0.64,20.15,2025-11-15 00:11:28
EMP058,137,0.67,24.05,2025-11-15 00:12:12
EMP091,102,0.5,1.3,2025-11-15 00:12:29
EMP087,124,0.61,15.6,2025-11-15 00:12:46
EMP057,139,0.68,25.35,2025-11-15 00:13:17
EMP041,133,0.65,21.45,2025-11-15 00:13:34
EMP065,103,0.5,1.95,2025-11-15 00:13:35
EMP078,138,0.67,24.7,2025-11-15 00:14:23
EMP045,135,0.66,22.75,2025-11-15 00:14:23
EMP097,137,0.67,24.05,2025-11-15 00:14:25
EMP048,129,0.63,18.85,2025-11-15 00:14:43
EMP070,109,0.53,5.85,2025-11-15 00:14:53
EMP089,208,1.02,70.21,2025-11-15 00:15:00
EMP025,353,1.73,164.46,2025-11-15 00:15:02
EMP013,135,0.66,22.75,2025-11-15 00:15:38
EMP005,133,0.65,21.45,2025-11-15 00:15:47
EMP050,134,0.65,22.1,2025-11-15 00:15:57
EMP022,105,0.51,3.25,2025-11-15 00:16:09
EMP013,113,0.55,8.45,2025-11-15 00:16:11
EMP072,146,0.71,29.9,2025-11-15 00:17:11
EMP046,178,0.87,50.7,2025-11-15 00:17:19
EMP067,129,0.63,18.85,2025-11-15 00:17:25
EMP076,143,0.7,27.95,2025-11-15 00:17:29
EMP076,442,2.16,222.32,2025-11-15 00:17:31
EMP006,134,0.65,22.1,2025-11-15 00:17:39
EMP096,654,3.2,360.13,2025-11-15 00:18:46
EMP008,104,0.51,2.6,2025-11-15 00:18:47
EMP097,147,0.72,30.55,2025-11-15 00:18:47
EMP053,135,0.66,22.75,2025-11-15 00:19:10
EMP012,102,0.5,1.3,2025-11-15 00:20:15
EMP058,139,0.68,25.35,2025-11-15 00:20:33
EMP089,149,0.73,31.85,2025-11-15 00:21:13
EMP073,134,0.65,22.1,2025-11-15 00:22:54
EMP018,115,0.56,9.75,2025-11-15 00:23:25
EMP015,122,0.6,14.3,2025-11-15 00:23:45
EMP083,106,0.52,3.9,2025-11-15 00:23:58
EMP098,140,0.68,26.0,2025-11-15 00:24:27
EMP020,113,0.55,8.45,2025-11-15 00:25:05
EMP054,109,0.53,5.85,2025-11-15 00:25:24
EMP037,113,0.55,8.45,2025-11-15 00:25:37
EMP038,149,0.73,31.85,2025-11-15 00:25:45
EMP048,131,0.64,20.15,2025-11-15 00:26:43
EMP051,143,0.7,27.95,2025-11-15 00:26:44
EMP025,110,0.54,6.5,2025-11-15 00:26:55
EMP055,129,0.63,18.85,2025-11-15 00:27:04
EMP031,148,0.72,31.2,2025-11-15 00:27:12
EMP024,111,0.54,7.15,2025-11-15 00:27:41
EMP021,117,0.57,11.05,2025-11-15 00:28:22
EMP090,126,0.62,16.9,2025-11-15 00:28:36
EMP069,160,0.78,39.0,2025-11-15 00:29:03
EMP056,141,0.69,26.65,2025-11-15 00:29:55
